Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5,PQL,Region
7,SHEESH,18,10,0,8,0,3,6,13,0,Lobby 10,Round_1,,,,,Preseason_Qualifier_4,EMEA
8,ConsoleGamers,16,7,1,5,2,14,0,5,1,Lobby 10,Round_1,,,,,Preseason_Qualifier_4,EMEA
9,Južni Vetar Gas,15,9,2,14,0,12,0,4,4,Lobby 10,Round_1,,,,,Preseason_Qualifier_4,EMEA
10,d/effective,12,14,0,7,2,4,0,11,0,Lobby 10,Round_1,,,,,Preseason_Qualifier_4,EMEA
11,Syntropy Fagiani,8,11,0,13,0,11,3,8,0,Lobby 10,Round_1,,,,,Preseason_Qualifier_4,EMEA
12,AimAssistRed,8,8,0,11,0,10,0,6,0,Lobby 10,Round_1,,,,,Preseason_Qualifier_4,EMEA
13,HEROES ESPORT,7,12,0,12,0,13,1,10,1,Lobby 10,Round_1,,,,,Preseason_Qualifier_4,EMEA
14,PauseChamps,7,13,1,10,0,9,0,14,0,Lobby 10,Round_1,,,,,Preseason_Qualifier_4,EMEA
1,CHI,64,1,6,3,11,14,0,1,15,Lobby 11,Round_1,,,,,Preseason_Qualifier_4,EMEA
2,GOD,56,4,5,8,8,7,8,2,16,Lobby 11,Round_1,,,,,Preseason_Qualifier_4,EMEA
3,USG,55,3,13,2,8,6,5,5,6,Lobby 11,Round_1,,,,,Preseason_Qualifier_4,EMEA
4,Mat For Victory,38,6,4,9,3,1,9,4,0,Lobby 11,Round_1,,,,,Preseason_Qualifier_4,EMEA
5,Nuclear Apes,33,2,3,4,1,3,5,8,1,Lobby 11,Round_1,,,,,Preseason_Qualifier_4,EMEA
6,FloWenZ Esports,27,7,1,1,5,4,0,13,0,Lobby 11,Round_1,,,,,Preseason_Qualifier_4,EMEA
7,Sapere Aude,17,8,4,14,0,8,3,7,2,Lobby 11,Round_1,,,,,Preseason_Qualifier_4,EMEA
8,Nobody,17,14,0,13,0,2,4,9,0,Lobby 11,Round_1,,,,,Preseason_Qualifier_4,EMEA
9,Disturbed Saints,13,10,0,10,0,10,0,3,0,Lobby 11,Round_1,,,,,Preseason_Qualifier_4,EMEA
10,4eSport,12,9,0,7,1,9,1,6,0,Lobby 11,Round_1,,,,,Preseason_Qualifier_4,EMEA
11,ALPHA ZERO,11,12,0,11,1,5,2,10,0,Lobby 11,Round_1,,,,,Preseason_Qualifier_4,EMEA
12,FIRE CLAN,10,11,3,6,1,12,0,14,0,Lobby 11,Round_1,,,,,Preseason_Qualifier_4,EMEA
13,Last Of Osasus,10,5,0,12,0,11,3,12,0,Lobby 11,Round_1,,,,,Preseason_Qualifier_4,EMEA
14,Totem Enjoyers,10,13,0,5,3,13,0,11,0,Lobby 11,Round_1,,,,,Preseason_Qualifier_4,EMEA
1,Oui,70,1,11,1,9,9,3,1,9,Lobby 12,Round_1,,,,,Preseason_Qualifier_4,EMEA
2,Weebs Out,43,9,3,9,6,3,14,7,6,Lobby 12,Round_1,,,,,Preseason_Qualifier_4,EMEA
3,SPPI,36,3,2,3,2,13,0,2,8,Lobby 12,Round_1,,,,,Preseason_Qualifier_4,EMEA
4,CHOC,34,2,4,7,3,2,2,5,0,Lobby 12,Round_1,,,,,Preseason_Qualifier_4,EMEA
5,Justthreeplayers,29,6,1,2,9,8,0,8,3,Lobby 12,Round_1,,,,,Preseason_Qualifier_4,EMEA
6,Tania & Friends,25,7,1,12,0,1,6,9,0,Lobby 12,Round_1,,,,,Preseason_Qualifier_4,EMEA
7,onetap,23,5,6,11,3,12,0,4,3,Lobby 12,Round_1,,,,,Preseason_Qualifier_4,EMEA
8,Explosion,20,4,5,10,0,6,4,12,0,Lobby 12,Round_1,,,,,Preseason_Qualifier_4,EMEA
9,DIVE,18,11,2,8,0,4,7,11,0,Lobby 12,Round_1,,,,,Preseason_Qualifier_4,EMEA
10,LPm,15,13,0,5,0,7,0,6,4,Lobby 12,Round_1,,,,,Preseason_Qualifier_4,EMEA
11,CarryRubick fans,13,10,0,13,0,10,0,3,1,Lobby 12,Round_1,,,,,Preseason_Qualifier_4,EMEA
12,Shadow IllusionZ,12,12,0,4,0,5,0,10,0,Lobby 12,Round_1,,,,,Preseason_Qualifier_4,EMEA
13,1 long rangers,8,8,0,6,1,11,0,13,0,Lobby 12,Round_1,,,,,Preseason_Qualifier_4,EMEA
14,JustLastTry,0,20,0,20,0,20,0,20,0,Lobby 12,Round_1,,,,,Preseason_Qualifier_4,EMEA
1,DI,60,8,7,2,24,13,0,4,12,Lobby 13,Round_1,,,,,Preseason_Qualifier_4,EMEA
2,ILL,45,9,3,3,5,1,11,9,3,Lobby 13,Round_1,,,,,Preseason_Qualifier_4,EMEA
3,SCTA,38,3,3,1,6,8,4,12,3,Lobby 13,Round_1,,,,,Preseason_Qualifier_4,EMEA
4,MF,37,2,5,6,0,7,1,2,7,Lobby 13,Round_1,,,,,Preseason_Qualifier_4,EMEA
5,GPS GAMING,31,1,3,5,0,11,1,3,3,Lobby 13,Round_1,,,,,Preseason_Qualifier_4,EMEA
6,Undertaker,29,5,6,11,0,3,8,7,0,Lobby 13,Round_1,,,,,Preseason_Qualifier_4,EMEA
7,Excellent Era,29,13,0,13,0,6,7,1,5,Lobby 13,Round_1,,,,,Preseason_Qualifier_4,EMEA
8,Slow,17,7,0,7,0,2,1,11,0,Lobby 13,Round_1,,,,,Preseason_Qualifier_4,EMEA
9,LaFay,16,11,0,4,3,10,0,5,1,Lobby 13,Round_1,,,,,Preseason_Qualifier_4,EMEA
10,STUGOTS,15,4,4,9,0,14,0,6,0,Lobby 13,Round_1,,,,,Preseason_Qualifier_4,EMEA
11,Aspirateur,14,10,2,12,0,4,1,8,1,Lobby 13,Round_1,,,,,Preseason_Qualifier_4,EMEA
12,OXR,14,6,4,14,0,5,0,10,0,Lobby 13,Round_1,,,,,Preseason_Qualifier_4,EMEA
13,2ege1college,11,12,1,10,0,12,3,13,2,Lobby 13,Round_1,,,,,Preseason_Qualifier_4,EMEA
14,AintInvlbleDream,9,14,1,8,0,9,1,14,1,Lobby 13,Round_1,,,,,Preseason_Qualifier_4,EMEA
1,Lunar,56,6,0,1,7,3,5,1,10,Lobby 14,Round_1,,,,,Preseason_Qualifier_4,EMEA
2,Team CAP,50,2,6,3,7,8,1,3,11,Lobby 14,Round_1,,,,,Preseason_Qualifier_4,EMEA
3,UWU,42,3,3,12,0,1,4,2,6,Lobby 14,Round_1,,,,,Preseason_Qualifier_4,EMEA
4,iEnvy,36,1,8,4,3,6,4,13,0,Lobby 14,Round_1,,,,,Preseason_Qualifier_4,EMEA
5,Arigato 4 pts,35,8,3,2,9,10,5,9,3,Lobby 14,Round_1,,,,,Preseason_Qualifier_4,EMEA
6,Uchinix,34,4,13,7,7,11,5,20,0,Lobby 14,Round_1,,,,,Preseason_Qualifier_4,EMEA
7,UTFT,29,5,4,5,1,2,2,5,1,Lobby 14,Round_1,,,,,Preseason_Qualifier_4,EMEA
8,Team KST,19,11,0,11,0,4,6,7,3,Lobby 14,Round_1,,,,,Preseason_Qualifier_4,EMEA
9,cr33p w4ve,10,13,0,10,2,9,0,6,0,Lobby 14,Round_1,,,,,Preseason_Qualifier_4,EMEA
10,THE GHOST KILLER,10,7,0,6,0,7,0,11,0,Lobby 14,Round_1,,,,,Preseason_Qualifier_4,EMEA
11,Bebra_Abobusa,9,10,0,9,0,5,0,14,0,Lobby 14,Round_1,,,,,Preseason_Qualifier_4,EMEA
12,Wecandothis,9,9,0,13,0,13,0,4,0,Lobby 14,Round_1,,,,,Preseason_Qualifier_4,EMEA
13,RatPasTaGame,6,12,0,8,0,12,0,8,0,Lobby 14,Round_1,,,,,Preseason_Qualifier_4,EMEA
14,Stigma Crew,2,14,0,14,0,20,0,20,0,Lobby 14,Round_1,,,,,Preseason_Qualifier_4,EMEA
1,3 Jabronies,64,1,13,1,6,4,5,4,6,Lobby 15,Round_1,,,,,Preseason_Qualifier_4,EMEA
2,ETH,50,2,7,2,6,2,9,12,0,Lobby 15,Round_1,,,,,Preseason_Qualifier_4,EMEA
3,SMS,39,4,12,3,7,8,5,11,0,Lobby 15,Round_1,,,,,Preseason_Qualifier_4,EMEA
4,Moanerz EU,38,14,0,8,2,1,12,5,5,Lobby 15,Round_1,,,,,Preseason_Qualifier_4,EMEA
5,Boydem,38,3,0,5,6,9,2,1,5,Lobby 15,Round_1,,,,,Preseason_Qualifier_4,EMEA
6,NonAIMERS,22,5,0,4,1,5,0,3,1,Lobby 15,Round_1,,,,,Preseason_Qualifier_4,EMEA
7,Whiff Tang,21,11,0,13,2,12,0,2,7,Lobby 15,Round_1,,,,,Preseason_Qualifier_4,EMEA
8,Arise eSport 2,16,12,0,9,0,7,5,7,2,Lobby 15,Round_1,,,,,Preseason_Qualifier_4,EMEA
9,25,16,6,2,10,0,3,0,8,0,Lobby 15,Round_1,,,,,Preseason_Qualifier_4,EMEA
10,qoud vera Genus,14,7,4,11,4,13,0,13,0,Lobby 15,Round_1,,,,,Preseason_Qualifier_4,EMEA
11,Kurushimu,13,9,0,7,1,6,0,10,2,Lobby 15,Round_1,,,,,Preseason_Qualifier_4,EMEA
12,NoHalo,11,8,1,6,4,14,0,20,0,Lobby 15,Round_1,,,,,Preseason_Qualifier_4,EMEA
13,PHX,9,13,2,12,1,11,0,6,0,Lobby 15,Round_1,,,,,Preseason_Qualifier_4,EMEA
14,Japnise Men,7,10,0,14,0,10,0,9,0,Lobby 15,Round_1,,,,,Preseason_Qualifier_4,EMEA
1,SCBS,69,11,4,2,16,1,20,10,5,Lobby 16,Round_1,,,,,Preseason_Qualifier_4,EMEA
2,NoFear,52,1,15,4,10,6,4,9,1,Lobby 16,Round_1,,,,,Preseason_Qualifier_4,EMEA
3,Exalty,45,2,3,3,4,8,2,3,11,Lobby 16,Round_1,,,,,Preseason_Qualifier_4,EMEA
4,3FR,30,7,1,13,0,10,1,1,10,Lobby 16,Round_1,,,,,Preseason_Qualifier_4,EMEA
5,Crying our best,27,5,6,10,0,12,3,2,2,Lobby 16,Round_1,,,,,Preseason_Qualifier_4,EMEA
6,thr33 stack,24,6,0,5,2,2,2,13,3,Lobby 16,Round_1,,,,,Preseason_Qualifier_4,EMEA
7,Minor Keepers,21,13,0,1,3,13,2,8,0,Lobby 16,Round_1,,,,,Preseason_Qualifier_4,EMEA
8,Wazki's Willies,18,3,0,7,1,7,0,6,1,Lobby 16,Round_1,,,,,Preseason_Qualifier_4,EMEA
9,Simply_E_Sports,15,14,0,12,0,3,1,4,0,Lobby 16,Round_1,,,,,Preseason_Qualifier_4,EMEA
10,Kvasna,14,4,3,14,0,5,0,11,0,Lobby 16,Round_1,,,,,Preseason_Qualifier_4,EMEA
11,Last Light,13,9,1,11,0,11,0,5,4,Lobby 16,Round_1,,,,,Preseason_Qualifier_4,EMEA
12,NIBL,13,10,1,9,0,4,2,14,0,Lobby 16,Round_1,,,,,Preseason_Qualifier_4,EMEA
13,STING,12,8,1,8,1,14,0,7,2,Lobby 16,Round_1,,,,,Preseason_Qualifier_4,EMEA
14,bread gang,7,12,0,6,0,9,0,12,0,Lobby 16,Round_1,,,,,Preseason_Qualifier_4,EMEA
1,Kamisato,58,4,4,2,7,5,5,1,12,Lobby 1,Round_1,,,,,Preseason_Qualifier_4,EMEA
2,CLN,41,11,1,11,2,1,9,2,6,Lobby 1,Round_1,,,,,Preseason_Qualifier_4,EMEA
3,CRAZYx3,39,8,3,1,10,9,3,9,5,Lobby 1,Round_1,,,,,Preseason_Qualifier_4,EMEA
4,ETB,30,3,4,13,0,6,5,4,5,Lobby 1,Round_1,,,,,Preseason_Qualifier_4,EMEA
5,MOB INT,28,1,8,5,1,11,0,13,1,Lobby 1,Round_1,,,,,Preseason_Qualifier_4,EMEA
6,EFG Team,26,6,2,6,0,2,5,6,1,Lobby 1,Round_1,,,,,Preseason_Qualifier_4,EMEA
7,ARIS,25,2,6,7,2,13,0,5,0,Lobby 1,Round_1,,,,,Preseason_Qualifier_4,EMEA
8,7Hologram,22,7,6,3,0,8,3,11,0,Lobby 1,Round_1,,,,,Preseason_Qualifier_4,EMEA
9,Convergent,19,13,0,10,3,4,1,3,0,Lobby 1,Round_1,,,,,Preseason_Qualifier_4,EMEA
10,Sand Whales,17,20,0,12,0,3,3,7,3,Lobby 1,Round_1,,,,,Preseason_Qualifier_4,EMEA
11,FRLS,16,9,0,4,4,12,0,8,2,Lobby 1,Round_1,,,,,Preseason_Qualifier_4,EMEA
12,BZK,14,5,0,9,3,7,0,10,0,Lobby 1,Round_1,,,,,Preseason_Qualifier_4,EMEA
13,ATK,12,10,2,8,3,10,0,12,0,Lobby 1,Round_1,,,,,Preseason_Qualifier_4,EMEA
1,SYND,92,1,13,1,18,4,11,1,9,Lobby 2,Round_1,,,,,Preseason_Qualifier_4,EMEA
2,plei,46,2,4,4,2,1,6,3,1,Lobby 2,Round_1,,,,,Preseason_Qualifier_4,EMEA
3,PRSTS,38,7,0,8,6,3,14,9,4,Lobby 2,Round_1,,,,,Preseason_Qualifier_4,EMEA
4,HKE,31,8,5,3,2,14,0,5,10,Lobby 2,Round_1,,,,,Preseason_Qualifier_4,EMEA
5,FriendsofBoomers,25,5,3,6,5,8,1,4,2,Lobby 2,Round_1,,,,,Preseason_Qualifier_4,EMEA
6,NPS,24,11,5,2,5,7,0,12,0,Lobby 2,Round_1,,,,,Preseason_Qualifier_4,EMEA
7,TRIADA,21,4,5,12,2,5,2,10,0,Lobby 2,Round_1,,,,,Preseason_Qualifier_4,EMEA
8,SquidSquad,18,10,0,7,0,12,0,2,3,Lobby 2,Round_1,,,,,Preseason_Qualifier_4,EMEA
9,Ugur Abi,18,9,1,5,0,2,1,11,0,Lobby 2,Round_1,,,,,Preseason_Qualifier_4,EMEA
10,GwentPlayer,13,3,0,13,0,10,0,7,0,Lobby 2,Round_1,,,,,Preseason_Qualifier_4,EMEA
11,Kryptic,12,6,0,9,0,9,0,6,2,Lobby 2,Round_1,,,,,Preseason_Qualifier_4,EMEA
12,Team Plasma,8,12,0,10,0,6,0,8,0,Lobby 2,Round_1,,,,,Preseason_Qualifier_4,EMEA
13,FP,3,13,0,11,0,11,0,20,0,Lobby 2,Round_1,,,,,Preseason_Qualifier_4,EMEA
14,fifth grader,3,14,0,14,0,13,0,20,0,Lobby 2,Round_1,,,,,Preseason_Qualifier_4,EMEA
1,Young Squad,72,1,9,2,11,1,9,5,6,Lobby 3,Round_1,,,,,Preseason_Qualifier_4,EMEA
2,NMS,63,6,4,1,8,5,7,2,16,Lobby 3,Round_1,,,,,Preseason_Qualifier_4,EMEA
3,NXB,37,2,9,12,0,4,7,7,3,Lobby 3,Round_1,,,,,Preseason_Qualifier_4,EMEA
4,Reakless,28,3,7,9,3,13,0,3,1,Lobby 3,Round_1,,,,,Preseason_Qualifier_4,EMEA
5,GOD7,25,8,3,13,0,3,4,4,3,Lobby 3,Round_1,,,,,Preseason_Qualifier_4,EMEA
6,Moin Myster,25,9,0,5,2,8,0,1,3,Lobby 3,Round_1,,,,,Preseason_Qualifier_4,EMEA
7,1515,23,10,1,3,4,6,4,8,0,Lobby 3,Round_1,,,,,Preseason_Qualifier_4,EMEA
8,HLDC,18,4,2,11,1,7,2,6,1,Lobby 3,Round_1,,,,,Preseason_Qualifier_4,EMEA
9,Velocity,15,11,0,14,0,2,2,9,0,Lobby 3,Round_1,,,,,Preseason_Qualifier_4,EMEA
10,Fluffy Bunnies,14,13,0,6,4,12,0,10,3,Lobby 3,Round_1,,,,,Preseason_Qualifier_4,EMEA
11,Litrem,13,5,1,10,0,10,3,11,0,Lobby 3,Round_1,,,,,Preseason_Qualifier_4,EMEA
12,Les touristes,13,7,0,4,2,14,1,14,0,Lobby 3,Round_1,,,,,Preseason_Qualifier_4,EMEA
13,WRG,8,12,0,8,0,11,0,13,3,Lobby 3,Round_1,,,,,Preseason_Qualifier_4,EMEA
14,Il malae,8,14,0,7,0,9,1,12,0,Lobby 3,Round_1,,,,,Preseason_Qualifier_4,EMEA
1,WLS,78,1,14,4,4,3,9,1,15,Lobby 4,Round_1,,,,,Preseason_Qualifier_4,EMEA
2,PXL,49,2,4,3,1,2,14,10,3,Lobby 4,Round_1,,,,,Preseason_Qualifier_4,EMEA
3,Ween Gang,46,3,3,7,3,1,7,2,2,Lobby 4,Round_1,,,,,Preseason_Qualifier_4,EMEA
4,WICKED,35,4,3,1,5,10,0,4,3,Lobby 4,Round_1,,,,,Preseason_Qualifier_4,EMEA
5,MSF,30,8,0,2,6,7,1,3,2,Lobby 4,Round_1,,,,,Preseason_Qualifier_4,EMEA
6,DM,21,7,4,8,6,6,0,13,2,Lobby 4,Round_1,,,,,Preseason_Qualifier_4,EMEA
7,PDPivas,16,10,0,9,2,11,1,6,5,Lobby 4,Round_1,,,,,Preseason_Qualifier_4,EMEA
8,Skill Gap,14,13,0,6,2,5,1,12,2,Lobby 4,Round_1,,,,,Preseason_Qualifier_4,EMEA
9,FOB,13,9,4,11,0,9,0,5,0,Lobby 4,Round_1,,,,,Preseason_Qualifier_4,EMEA
10,SPL,11,5,1,13,0,12,0,8,2,Lobby 4,Round_1,,,,,Preseason_Qualifier_4,EMEA
11,OG,11,12,0,12,0,4,1,9,1,Lobby 4,Round_1,,,,,Preseason_Qualifier_4,EMEA
12,MALE,10,6,0,14,0,8,3,11,0,Lobby 4,Round_1,,,,,Preseason_Qualifier_4,EMEA
13,Cave,9,11,0,5,0,14,0,7,0,Lobby 4,Round_1,,,,,Preseason_Qualifier_4,EMEA
14,BulletTime,6,14,0,10,1,13,0,14,0,Lobby 4,Round_1,,,,,Preseason_Qualifier_4,EMEA
1,Red Riot,67,3,6,1,17,2,10,4,1,Lobby 5,Round_1,,,,,Preseason_Qualifier_4,EMEA
2,OG,57,1,17,3,8,6,2,10,6,Lobby 5,Round_1,,,,,Preseason_Qualifier_4,EMEA
3,LEGION,48,5,2,4,3,3,9,2,9,Lobby 5,Round_1,,,,,Preseason_Qualifier_4,EMEA
4,ZAB,40,8,1,6,1,1,10,3,4,Lobby 5,Round_1,,,,,Preseason_Qualifier_4,EMEA
5,Chiefs,30,4,3,9,0,9,0,1,6,Lobby 5,Round_1,,,,,Preseason_Qualifier_4,EMEA
6,Wisps,25,2,5,10,4,14,0,5,0,Lobby 5,Round_1,,,,,Preseason_Qualifier_4,EMEA
7,Abysse,22,7,0,12,1,5,4,6,6,Lobby 5,Round_1,,,,,Preseason_Qualifier_4,EMEA
8,Aesir,21,12,0,7,4,7,2,7,5,Lobby 5,Round_1,,,,,Preseason_Qualifier_4,EMEA
9,Phoenix,16,14,1,2,1,8,0,9,0,Lobby 5,Round_1,,,,,Preseason_Qualifier_4,EMEA
10,Carnage,11,11,2,14,0,4,1,12,0,Lobby 5,Round_1,,,,,Preseason_Qualifier_4,EMEA
11,AGILE,9,9,0,5,1,11,0,11,0,Lobby 5,Round_1,,,,,Preseason_Qualifier_4,EMEA
12,Wait For Top 6,8,10,1,8,0,12,0,8,0,Lobby 5,Round_1,,,,,Preseason_Qualifier_4,EMEA
13,Trixx,6,13,0,11,0,10,0,13,1,Lobby 5,Round_1,,,,,Preseason_Qualifier_4,EMEA
14,Squirtle Squad,6,6,0,13,0,13,0,14,0,Lobby 5,Round_1,,,,,Preseason_Qualifier_4,EMEA
1,SAC,72,1,10,3,6,1,17,8,6,Lobby 6,Round_1,,,,,Preseason_Qualifier_4,EMEA
2,AP,56,2,16,12,4,8,2,1,10,Lobby 6,Round_1,,,,,Preseason_Qualifier_4,EMEA
3,BFG,42,5,2,2,3,4,6,6,10,Lobby 6,Round_1,,,,,Preseason_Qualifier_4,EMEA
4,Ryze Empire EU,35,12,3,1,10,6,4,12,1,Lobby 6,Round_1,,,,,Preseason_Qualifier_4,EMEA
5,Chupiki,34,3,4,13,0,3,7,4,3,Lobby 6,Round_1,,,,,Preseason_Qualifier_4,EMEA
6,3turrets1brain,28,8,0,6,5,7,2,3,6,Lobby 6,Round_1,,,,,Preseason_Qualifier_4,EMEA
7,Razaniro,19,7,4,11,0,13,0,2,1,Lobby 6,Round_1,,,,,Preseason_Qualifier_4,EMEA
8,Ghoul-punk,19,6,1,9,0,2,2,11,1,Lobby 6,Round_1,,,,,Preseason_Qualifier_4,EMEA
9,Lagom,15,4,0,5,0,10,0,5,0,Lobby 6,Round_1,,,,,Preseason_Qualifier_4,EMEA
10,SLAP,14,10,0,8,6,12,0,9,1,Lobby 6,Round_1,,,,,Preseason_Qualifier_4,EMEA
11,EniGma,12,13,0,7,1,5,0,7,0,Lobby 6,Round_1,,,,,Preseason_Qualifier_4,EMEA
12,Versatile Boys,10,9,0,4,0,11,0,10,0,Lobby 6,Round_1,,,,,Preseason_Qualifier_4,EMEA
13,Nirvana,8,11,0,10,2,9,0,14,0,Lobby 6,Round_1,,,,,Preseason_Qualifier_4,EMEA
14,Rayquaza Shiny,4,14,0,14,0,14,0,13,0,Lobby 6,Round_1,,,,,Preseason_Qualifier_4,EMEA
1,FV,68,1,14,6,0,1,15,7,9,Lobby 7,Round_1,,,,,Preseason_Qualifier_4,EMEA
2,6bnt,65,3,8,1,14,5,7,5,9,Lobby 7,Round_1,,,,,Preseason_Qualifier_4,EMEA
3,TREX,40,4,6,3,9,10,6,8,3,Lobby 7,Round_1,,,,,Preseason_Qualifier_4,EMEA
4,Daburisu Nika,32,6,0,9,3,7,0,1,9,Lobby 7,Round_1,,,,,Preseason_Qualifier_4,EMEA
5,itsheazyKuwaSevn,23,9,2,2,8,14,0,11,0,Lobby 7,Round_1,,,,,Preseason_Qualifier_4,EMEA
6,ExplosionFusion,22,2,4,10,1,9,2,10,0,Lobby 7,Round_1,,,,,Preseason_Qualifier_4,EMEA
7,Wheres My Team,22,5,0,5,0,4,0,3,2,Lobby 7,Round_1,,,,,Preseason_Qualifier_4,EMEA
8,DynamiX,20,8,3,4,3,13,0,4,1,Lobby 7,Round_1,,,,,Preseason_Qualifier_4,EMEA
9,21cm,18,13,0,12,0,2,1,6,3,Lobby 7,Round_1,,,,,Preseason_Qualifier_4,EMEA
10,DoubleStuffdOreo,17,11,1,7,0,12,1,2,1,Lobby 7,Round_1,,,,,Preseason_Qualifier_4,EMEA
11,Amaterasu,12,10,1,8,1,8,3,13,0,Lobby 7,Round_1,,,,,Preseason_Qualifier_4,EMEA
12,SVR,10,12,0,13,0,3,0,14,0,Lobby 7,Round_1,,,,,Preseason_Qualifier_4,EMEA
13,ODO,8,14,0,14,0,6,1,9,0,Lobby 7,Round_1,,,,,Preseason_Qualifier_4,EMEA
14,Quietscheentchen,6,7,0,11,0,11,0,12,0,Lobby 7,Round_1,,,,,Preseason_Qualifier_4,EMEA
1,AAS,60,1,16,3,6,5,1,7,11,Lobby 8,Round_1,,,,,Preseason_Qualifier_4,EMEA
2,Sheriffs,45,6,3,1,11,10,3,4,6,Lobby 8,Round_1,,,,,Preseason_Qualifier_4,EMEA
3,KYKLOS,41,3,3,5,3,1,9,11,2,Lobby 8,Round_1,,,,,Preseason_Qualifier_4,EMEA
4,Xc,36,2,4,9,4,3,8,8,0,Lobby 8,Round_1,,,,,Preseason_Qualifier_4,EMEA
5,FC,35,8,3,8,2,4,0,1,9,Lobby 8,Round_1,,,,,Preseason_Qualifier_4,EMEA
6,Oilers,24,9,6,6,2,9,1,3,1,Lobby 8,Round_1,,,,,Preseason_Qualifier_4,EMEA
7,Royal Mooses,23,4,0,2,2,8,3,9,0,Lobby 8,Round_1,,,,,Preseason_Qualifier_4,EMEA
8,weeboys,20,5,0,4,3,11,3,12,3,Lobby 8,Round_1,,,,,Preseason_Qualifier_4,EMEA
9,Kissyourhomies,20,11,0,7,3,12,0,2,3,Lobby 8,Round_1,,,,,Preseason_Qualifier_4,EMEA
10,PepeGurls,16,13,0,12,0,6,6,5,1,Lobby 8,Round_1,,,,,Preseason_Qualifier_4,EMEA
11,Casuals4Fun,16,10,0,10,0,2,0,6,0,Lobby 8,Round_1,,,,,Preseason_Qualifier_4,EMEA
12,NRF-Gaming,7,7,0,11,0,13,0,10,0,Lobby 8,Round_1,,,,,Preseason_Qualifier_4,EMEA
13,Scorpions,6,12,0,13,0,7,0,13,0,Lobby 8,Round_1,,,,,Preseason_Qualifier_4,EMEA
14,Nooobix,0,20,0,20,0,20,0,20,0,Lobby 8,Round_1,,,,,Preseason_Qualifier_4,EMEA
1,TD,58,4,9,7,3,1,13,3,6,Lobby 9,Round_1,,,,,Preseason_Qualifier_4,EMEA
2,60fps,48,1,3,1,10,3,3,13,0,Lobby 9,Round_1,,,,,Preseason_Qualifier_4,EMEA
3,NoWayFzB,43,3,2,4,0,7,3,1,11,Lobby 9,Round_1,,,,,Preseason_Qualifier_4,EMEA
4,PKS,38,2,13,2,1,8,2,10,0,Lobby 9,Round_1,,,,,Preseason_Qualifier_4,EMEA
5,Cr4zyyy,35,8,2,5,6,2,7,8,3,Lobby 9,Round_1,,,,,Preseason_Qualifier_4,EMEA
6,RAT,35,11,0,6,3,5,3,2,12,Lobby 9,Round_1,,,,,Preseason_Qualifier_4,EMEA
7,TRIHARD,21,12,0,3,6,11,0,5,2,Lobby 9,Round_1,,,,,Preseason_Qualifier_4,EMEA
8,thicc men,16,10,1,12,3,12,2,7,3,Lobby 9,Round_1,,,,,Preseason_Qualifier_4,EMEA
9,JIGSAW,14,7,0,11,0,4,0,4,0,Lobby 9,Round_1,,,,,Preseason_Qualifier_4,EMEA
10,DSI,11,5,4,13,0,13,0,11,0,Lobby 9,Round_1,,,,,Preseason_Qualifier_4,EMEA
11,SHT,11,9,0,8,2,9,0,6,0,Lobby 9,Round_1,,,,,Preseason_Qualifier_4,EMEA
12,Elusive Devils,11,6,0,10,0,6,1,9,0,Lobby 9,Round_1,,,,,Preseason_Qualifier_4,EMEA
13,Diablos,7,13,0,9,1,10,0,12,0,Lobby 9,Round_1,,,,,Preseason_Qualifier_4,EMEA
1,CLN,72,1,23,8,8,2,7,3,4,Lobby 1,Round_2,,,,,Preseason_Qualifier_4,EMEA
2,SYND,54,7,4,15,0,1,9,1,13,Lobby 1,Round_2,,,,,Preseason_Qualifier_4,EMEA
3,MOB INT,49,10,1,1,16,3,11,16,0,Lobby 1,Round_2,,,,,Preseason_Qualifier_4,EMEA
4,plei,40,3,5,16,0,4,9,6,11,Lobby 1,Round_2,,,,,Preseason_Qualifier_4,EMEA
5,Sand Whales,33,6,1,2,4,15,0,2,6,Lobby 1,Round_2,,,,,Preseason_Qualifier_4,EMEA
6,PRSTS,28,11,5,4,4,14,0,8,10,Lobby 1,Round_2,,,,,Preseason_Qualifier_4,EMEA
7,Kamisato,25,9,0,9,5,11,5,4,5,Lobby 1,Round_2,,,,,Preseason_Qualifier_4,EMEA
8,EFG Team,24,2,4,12,0,8,4,7,1,Lobby 1,Round_2,,,,,Preseason_Qualifier_4,EMEA
9,CRAZYx3,23,17,0,6,9,10,6,10,1,Lobby 1,Round_2,,,,,Preseason_Qualifier_4,EMEA
10,HKE,19,5,3,3,4,18,0,11,0,Lobby 1,Round_2,,,,,Preseason_Qualifier_4,EMEA
11,Ugur Abi,16,12,0,5,2,5,0,5,1,Lobby 1,Round_2,,,,,Preseason_Qualifier_4,EMEA
12,ETB,14,14,3,19,0,16,3,9,5,Lobby 1,Round_2,,,,,Preseason_Qualifier_4,EMEA
13,Convergent,12,4,4,13,0,12,0,13,0,Lobby 1,Round_2,,,,,Preseason_Qualifier_4,EMEA
14,7Hologram,11,13,0,10,0,7,3,19,2,Lobby 1,Round_2,,,,,Preseason_Qualifier_4,EMEA
15,NPS,7,20,0,7,4,17,0,20,0,Lobby 1,Round_2,,,,,Preseason_Qualifier_4,EMEA
